gene	isoform_id	transcript_id	GABA_pct	GABA_mean	other_pct	other_mean	logFC	n_GABA_detected	GABA_1_pct	GABA_1_mean	GABA_2_pct	GABA_2_mean	editsC_GABA_mean	editsC_GABA_pct	editsC_is_translated	DE_baseMean	DE_log2FC	DE_lfcSE	DE_stat	DE_pvalue	DE_padj	biotype	go_bp	syngo_quick
Peg3	Peg3-203	ENSMUST00000150182	17.4603174603175	1.24947122007537	3.59759366251712	0.250289195915252	2.31964514024473	176	24.582338902148	1.64534699938166	12.3938879456706	0.967855003556968	5.25149738178566e-06	1.28968253968254	FALSE	236.700641038348	1.98951756303759	0.62170701311432	3.20008866084925	0.00137385318522761	0.0613269315816193	nonsense_mediated_decay	positive regulation of transcription by RNA polymerase II; regulation of gene expression; negative regulation of transcription by RNA polymerase II	FALSE
Strbp	Strbp-201	ENSMUST00000028279	32.1428571428572	2.35030121908875	6.71272857227947	0.482678016581565	2.28371026578765	324	44.1527446300716	3.06756050995986	23.5993208828523	1.8400607388256	3.37748434213597e-05	4.46428571428571	FALSE	509.648928712099	1.69436489792378	0.657102865656438	2.57853828750408	0.00992193036898235	0.175731349411836	protein_coding	cell differentiation; spermatogenesis; spermatid development	FALSE
Gpr158	Gpr158-202	ENSMUST00000155760	12.3015873015873	0.876950572728832	2.50163797724701	0.180222268865087	2.28271188450467	124	23.6276849642005	1.64849440335145	4.24448217317487	0.328093416479469	1.68134082076186e-05	1.09126984126984	FALSE	221.584480246029	1.63218451908917	1.29124295973887	1.26404136942536	0.206215178782059	0.661468570748163	retained_intron	G protein-coupled receptor signaling pathway; signal transduction; protein localization to plasma membrane	FALSE
Syt13	Syt13-201	ENSMUST00000028648	19.4444444444444	1.36609686118225	3.85967002203824	0.281102398386404	2.2808880352632	196	36.0381861575179	2.45605541040285	7.64006791171477	0.590727366914961	5.31317141586019e-05	2.67857142857143	FALSE	332.156743772559	1.49844216887859	1.23432924236266	1.21397283435527	0.224758097923038	0.681165362765072	protein_coding	vesicle-mediated transport; regulation of calcium ion-dependent exocytosis; regulation of synaptic vesicle exocytosis	FALSE
Gm27000	Gm27000-201	ENSMUST00000182943	67.7579365079365	5.46005735261068	14.7298826612663	1.14293828817318	2.25616759853901	683	89.0214797136038	7.03921299623747	52.6315789473684	4.33668517149079	0.000654145669895849	16.8650793650794	TRUE	1379.89280420438	1.49827135967253	1.83066527772513	0.818429987121595	0.413111704688246	0.811648338906585	lincRNA	negative regulation of cell growth	FALSE
Peg3	Peg3-201	ENSMUST00000051209	46.3293650793651	3.49413099200004	10.2984096730002	0.733726254861638	2.25161832628824	467	60.8591885441528	4.37229683342615	35.9932088285229	2.86942558018758	4.73908964049165e-05	6.74603174603175	TRUE	742.116124232008	1.73203002273738	0.602906735428493	2.87279925892087	0.00406852544747217	0.111296209407222	protein_coding	positive regulation of transcription by RNA polymerase II; regulation of gene expression; negative regulation of transcription by RNA polymerase II	FALSE
Camk2n2	Camk2n2-201	ENSMUST00000052939	13.2936507936508	0.930679283295006	2.72797665137888	0.195913170196742	2.24806389421403	134	27.9236276849642	1.92891489631087	2.88624787775891	0.220559212236181	0.000298035411573507	3.86904761904762	FALSE	200.317050322443	1.79270563182158	0.644955239925838	2.77958146681267	0.0054428999079467	0.129566593843941	protein_coding		FALSE
Neto1	Neto1-201	ENSMUST00000058829	13.2936507936508	0.9580688436102	2.79349574125916	0.202084961000892	2.24516173219306	134	21.4797136038186	1.50135345844383	7.47028862478778	0.571589635434831	4.42943499916768e-05	1.98412698412698	FALSE	250.560638592925	1.49035327011776	1.12748188500634	1.32184231954147	0.1862206629024	0.637407616214907	protein_coding	memory; regulation of long-term neuronal synaptic plasticity; receptor localization to synapse	FALSE
Thsd7a	Thsd7a-206	ENSMUST00000172356	12.202380952381	0.867841593800722	2.70415152778605	0.183477790006656	2.24182009713073	123	21.0023866348449	1.42791536266284	5.94227504244482	0.469418997615273	3.73791528319964e-05	3.17460317460317	FALSE	141.273525009537	1.93439035858247	0.887132512921728	2.18049764878039	0.0292205929318614	0.302294213157885	protein_coding	cell differentiation; angiogenesis	FALSE
Cntnap2	Cntnap2-205	ENSMUST00000199100	13.6904761904762	0.954764422963296	2.93049020191792	0.202701735027456	2.23578076492045	138	25.7756563245823	1.74160729765438	5.09337860780985	0.395023905992899	6.53511038920007e-05	2.87698412698413	FALSE	191.480183458045	1.95369399620678	1.55079757369369	1.25979949243374	0.207741702945717	0.662295566241797	protein_coding	cell adhesion; regulation of biological quality; central nervous system development	FALSE
Kcnj9	Kcnj9-201	ENSMUST00000062387	12.3015873015873	0.85997807562722	2.60289475251653	0.184777143380496	2.21850744106169	124	23.8663484486874	1.62368066993176	4.07470288624788	0.316698980527722	7.73088580035552e-06	0.793650793650794	FALSE	181.491792295183	1.80181194039319	1.19384533394155	1.50925072885647	0.131234720802518	0.560149041319017	protein_coding	potassium ion transport; monoatomic ion transport; potassium ion transmembrane transport	FALSE
Rit2	Rit2-203	ENSMUST00000153060	11.6071428571429	0.791659883109536	2.46590029185776	0.172230160369	2.20053638658499	117	26.9689737470167	1.82820731374318	0.67911714770798	0.054285734662176	0.000136455000787692	1.88492063492064	FALSE	168.984599683448	1.72543367022106	1.22179872468228	1.41220778460851	0.157888789036415	0.599703645517649	protein_coding	signal transduction; Ras protein signal transduction; positive regulation of transcription by RNA polymerase II	FALSE
Slc2a3	Slc2a3-201	ENSMUST00000032476	10.3174603174603	0.703285490893247	2.17404252784561	0.153765541740798	2.19337088592464	104	20.0477326968974	1.32391601896589	3.3955857385399	0.261784317272808	1.23878105209972e-05	0.992063492063492	FALSE	163.9927316969	1.62133746091286	1.21771867421757	1.33145487150768	0.183039384700624	0.63375725446002	protein_coding	transmembrane transport; D-glucose transmembrane transport; D-glucose import	FALSE
Rab3c	Rab3c-202	ENSMUST00000223922	16.5674603174603	1.17140902308864	3.72267556137947	0.256194727669906	2.19292782137977	167	34.3675417661098	2.40303688690742	3.90492359932088	0.295259490083432	7.33395136929655e-05	5.25793650793651	TRUE	227.751890732776	1.93550867502076	1.41048429606265	1.37222986489372	0.169991891092398	0.615412025811529	protein_coding	protein transport; intracellular protein transport; exocytosis	FALSE
Meg3	Meg3-206	ENSMUST00000143272	95.8333333333333	9.08754383773399	23.3486211209721	2.01160859613222	2.17554023653126	966	97.3747016706444	8.81288658152197	94.7368421052632	9.28292820166073	3.19307537852224e-05	40.6746031746032	TRUE	2573.19218829836	1.24833421733253	1.84412720052938	0.676924138949947	0.498454087616373	0.847884592860811	lincRNA	negative regulation of cell growth; in utero embryonic development; post-embryonic development	FALSE
Meg3	Meg3-205	ENSMUST00000129245	86.2103174603175	7.3414945284655	20.0905354696528	1.62809043785684	2.17289225553037	869	94.272076372315	7.81521753495188	80.4753820033956	7.00449972419082	0.000187179486398959	26.6865079365079	TRUE	1990.22953249791	1.33628888967586	1.57850503585369	0.846553453630991	0.397244067566121	0.802657806221413	lincRNA	negative regulation of cell growth; in utero embryonic development; post-embryonic development	FALSE
Gpr158	Gpr158-201	ENSMUST00000055946	12.4007936507937	0.845786619692156	2.73393293227709	0.191336038912481	2.14417926613266	125	24.3436754176611	1.61784697259444	3.90492359932088	0.296562022296477	3.21151121832255e-05	2.08333333333333	FALSE	207.398778380477	1.58305455619679	1.17694570051278	1.34505317917986	0.178608061758179	0.626733318784908	protein_coding	G protein-coupled receptor signaling pathway; signal transduction; protein localization to plasma membrane	FALSE
Dner	Dner-201	ENSMUST00000049126	17.7579365079365	1.26361677628876	4.1634403478468	0.286792385908767	2.139476480057	179	32.2195704057279	2.24222237203788	7.47028862478778	0.56746101292902	0.000366378986100046	8.82936507936508	TRUE	225.84575012463	2.13468106287022	0.833782590147175	2.56023703072694	0.010460079309153	0.178446449546275	protein_coding	skeletal muscle fiber development; nervous system development; cell differentiation	FALSE
Mir124a-1hg	Mir124a-1hg-201	ENSMUST00000180610	35.1190476190476	2.5767578248214	8.07671689796891	0.601613745988731	2.09864567854665	354	43.6754176610979	3.04443833884207	29.0322580645161	2.24406149990686	4.98130857878699e-05	4.26587301587302	FALSE	728.365047308765	1.1595729446881	1.84248449306192	0.629352892279201	0.529118051065277	0.858964111310183	lincRNA	sensory perception of sound; long-term synaptic potentiation; miRNA-mediated post-transcriptional gene silencing	FALSE
Syt4	Syt4-201	ENSMUST00000025110	28.7698412698413	2.0930478314651	6.82589790934541	0.489540500227051	2.09610289782811	290	54.653937947494	3.92723998898849	10.3565365025467	0.788248996147094	0.00016599521525041	5.05952380952381	TRUE	494.649018224749	1.57946246511063	1.10044587746002	1.43529318202931	0.151203569802081	0.591211063690673	protein_coding	cell differentiation; regulation of endocytosis; vesicle fusion	FALSE
Slitrk4	Slitrk4-202	ENSMUST00000114679	13.3928571428571	0.944617344279332	3.23426052772649	0.223148853767518	2.08171869140253	135	26.9689737470167	1.87483399074438	3.73514431239389	0.282884279985862	1.59016401247323e-05	0.992063492063492	FALSE	217.262702114121	1.76839268206206	1.23757958245659	1.42891229552431	0.15302944300753	0.594051796119507	protein_coding	long-term synaptic potentiation; cell population proliferation; positive regulation of synapse assembly	FALSE
Ntrk2	Ntrk2-201	ENSMUST00000079828	25.7936507936508	1.88086588698635	6.27792006671035	0.449122015533485	2.06621518907541	260	41.0501193317422	2.89071836955469	14.9405772495756	1.16248186288426	4.91063666764933e-05	6.0515873015873	TRUE	439.365853598406	1.62809846687134	1.20336005604675	1.35296037016546	0.176068291211927	0.623333275570332	protein_coding	protein phosphorylation; cell surface receptor protein tyrosine kinase signaling pathway; cellular response to amino acid stimulus	FALSE
Meg3	Meg3-209	ENSMUST00000146701	95.4365079365079	9.12082771567965	25.1414616713324	2.18503142027104	2.06151022739625	962	98.8066825775656	8.93987614306355	93.0390492359932	9.24955217905169	5.86682137846645e-05	49.4047619047619	TRUE	2770.28855783025	1.11411404371127	1.73909730369475	0.640627779333742	0.521764546648339	0.857061508972412	lincRNA	negative regulation of cell growth; in utero embryonic development; post-embryonic development	FALSE
Stmn2	Stmn2-201	ENSMUST00000029002	17.0634920634921	1.20013773241778	4.11579010066115	0.28890007397787	2.05455371448447	172	34.8448687350835	2.40818640189191	4.41426146010187	0.340761853793567	9.44980919940541e-05	3.86904761904762	FALSE	313.538308975319	1.45754398477664	0.982696648529595	1.48320846210024	0.138019033633462	0.574379685278464	protein_coding	regulation of microtubule polymerization or depolymerization; positive regulation of neuron projection development; neuron projection development	FALSE
Slc12a5	Slc12a5-205	ENSMUST00000137302	21.1309523809524	1.49713262171527	5.11048901066174	0.362727916067454	2.04523932618003	213	40.8114558472554	2.83354745239611	7.13073005093379	0.546440237920252	0.000131634998665929	4.06746031746032	FALSE	344.808867008514	1.58626798715749	1.27864911894077	1.24058114431859	0.214760521091114	0.670841101762787	retained_intron	monoatomic ion transport; transmembrane transport; multicellular organism growth	FALSE
C230004F18Rik	C230004F18Rik-203	ENSMUST00000137153	18.9484126984127	1.34150173178012	4.50294835904461	0.326953181435331	2.03668961322254	191	30.7875894988067	2.10844116929761	10.5263157894737	0.795920026653078	5.79482242802144e-05	1.58730158730159	FALSE	356.49902802083	1.28371086361053	1.52619633369437	0.84111777447606	0.40028195847106	0.804409818571476	lincRNA		FALSE
Ntrk2	Ntrk2-207	ENSMUST00000225488	14.2857142857143	0.998591716961788	3.50824944904402	0.243514061730634	2.03588537702031	144	25.7756563245823	1.73312819353318	6.11205432937182	0.47606067505447	1.9435863117168e-05	2.87698412698413	FALSE	223.389954043738	1.76902096514656	1.22968084127068	1.43860171336699	0.150263400643912	0.590738418678552	protein_coding	protein phosphorylation; cell surface receptor protein tyrosine kinase signaling pathway; cellular response to amino acid stimulus	FALSE
Hcn1	Hcn1-202	ENSMUST00000207599	14.2857142857143	1.03520026414328	3.60354994341533	0.253750276120029	2.02842430143161	144	20.2863961813843	1.40814965479325	10.0169779286927	0.76989331222081	1.39244576494744e-05	0.892857142857143	FALSE	248.268932036146	1.73667077221807	1.57656311794318	1.10155486478953	0.270655239824897	0.716577817304303	retained_intron	monoatomic ion transport; transmembrane transport; potassium ion transport	FALSE
Atp11b	Atp11b-203	ENSMUST00000196700	14.781746031746	1.07453440966185	3.77032580856513	0.265927359020747	2.01460348355241	149	17.1837708830549	1.16212522222687	13.0730050933786	1.01222447678452	1.28272672793158e-05	1.58730158730159	FALSE	268.563946449256	1.44638855737855	0.582932479351452	2.48122828734427	0.0130930489056455	0.200019202179673	retained_intron	phospholipid transport; lipid transport; phospholipid translocation	FALSE
Gabrg2	Gabrg2-201	ENSMUST00000070725	11.3095238095238	0.787718626371337	2.80540830305557	0.196457452647106	2.0034579802842	114	22.1957040572792	1.50915699867374	3.56536502546689	0.274505251168099	0.000129750515672382	3.27380952380952	FALSE	189.110227738392	1.65317237808228	1.27052722514572	1.30117036877559	0.193200145364169	0.645234354449638	protein_coding	monoatomic ion transport; chloride transport; gamma-aminobutyric acid signaling pathway	FALSE
Frmd4a	Frmd4a-206	ENSMUST00000132710	10.1190476190476	0.743328702677718	2.53737566263625	0.185391688325838	2.00341791089937	102	8.59188544152745	0.574476848965352	11.2054329371817	0.863445725946787	1.06856161151459e-05	0.694444444444445	FALSE	174.609437448736	1.53144767991077	1.59476441759071	0.960297121642834	0.336905698300637	0.765215257298817	processed_transcript	establishment of epithelial cell polarity; negative regulation of protein secretion; positive regulation of protein secretion	FALSE
Vezt	Vezt-204	ENSMUST00000119818	15.4761904761905	1.11595034751908	3.95497051640955	0.280939616063946	1.98993701337242	156	19.3317422434368	1.30767225348305	12.7334465195246	0.979564135975955	3.98268866734654e-06	0.793650793650794	FALSE	258.862210743591	1.5255185667688	0.408904987214281	3.73074091651852	0.000190917479092078	0.0198395080356518	protein_coding	cell-cell adhesion; synapse maturation; chordate embryonic development	FALSE
Myo5a	Myo5a-201	ENSMUST00000123128	13.3928571428571	0.937869364106948	3.3236047411996	0.237664402122448	1.98045662207009	135	23.3890214797136	1.5637351898616	6.28183361629881	0.492643929486914	5.0277087813405e-05	2.28174603174603	FALSE	234.262944324057	1.46973344914404	0.917868110733193	1.60124688063302	0.109322249125971	0.51956112007655	protein_coding	insulin secretion; myelination; odontogenesis	FALSE
Disp2	Disp2-201	ENSMUST00000037547	22.5198412698413	1.59177867591025	5.71207338138067	0.408303110816591	1.96292466312332	227	41.7661097852029	2.88182181821259	8.82852292020374	0.674073961776656	5.58220212185037e-05	4.96031746031746	FALSE	416.199455197981	1.28690987792971	1.19691954952779	1.07518494324654	0.282291935146284	0.727154974469054	protein_coding	biological_process; smoothened signaling pathway	FALSE
Hcn1	Hcn1-201	ENSMUST00000006991	14.3849206349206	1.04402381188849	3.81201977485258	0.268080390992224	1.9614130163559	145	19.5704057279236	1.34223813679803	10.6960950764007	0.831881533217689	4.50163258489812e-05	4.06746031746032	FALSE	258.475461401482	1.53462755491594	1.3553781768753	1.13225045311994	0.257529154081585	0.706472108487481	protein_coding	monoatomic ion transport; transmembrane transport; potassium ion transport	FALSE
Cers4	Cers4-201	ENSMUST00000008350	12.3015873015873	0.876237828499247	3.12109119066055	0.226095066604051	1.95438825204989	124	16.945107398568	1.14288767572216	8.99830220713073	0.686549736841521	1.55787118616003e-05	1.78571428571429	FALSE	256.777886937246	1.05519180207837	0.733242975561571	1.43907522778548	0.150129209806287	0.590623865878843	protein_coding	ceramide biosynthetic process; lipid metabolic process; sphingolipid metabolic process	FALSE
Tmem179	Tmem179-201	ENSMUST00000066791	17.8571428571429	1.27143132267008	4.61016141521234	0.328238540592603	1.95363372531728	180	31.2649164677804	2.13604909978077	8.31918505942275	0.656363667985236	7.0785399395954e-05	2.57936507936508	FALSE	338.584252961129	1.44866889185928	1.29424505375905	1.11931576454684	0.263005452744476	0.709981270114304	protein_coding	biological_process	FALSE
Gdap1	Gdap1-201	ENSMUST00000026879	14.9801587301587	1.0637332943632	4.01453332539163	0.28280502180243	1.91125308625583	151	21.7183770883055	1.44565977392429	10.1867572156197	0.79204026391142	3.50099958144828e-05	1.78571428571429	FALSE	278.769707657085	1.22150516474491	1.1578159991644	1.05500801995004	0.291421656827857	0.734547666018309	protein_coding	response to retinoic acid; protein targeting to mitochondrion; mitochondrial fusion	FALSE
Tmem240	Tmem240-203	ENSMUST00000176526	10.218253968254	0.70619124950377	2.68628268509143	0.188368411244519	1.90649627857266	103	18.6157517899761	1.24418178665463	4.24448217317487	0.323478116963512	1.28994182312234e-05	1.09126984126984	FALSE	182.692091763899	1.45152190119649	1.13722657142229	1.27637001954775	0.201824749050208	0.655368254927688	retained_intron	biological_process	FALSE
Celf4	Celf4-202	ENSMUST00000115816	14.8809523809524	1.04283252927967	3.88349514563107	0.281306393603438	1.89028949777211	150	24.3436754176611	1.63334133029866	8.14940577249576	0.622759205634589	4.98506584648609e-05	2.57936507936508	FALSE	339.727472046372	0.854103659797619	1.1523516217242	0.741183197642112	0.458582369736478	0.83229722299575	protein_coding	in utero embryonic development; mRNA splicing, via spliceosome; mRNA processing	FALSE
Kcnk9	Kcnk9-201	ENSMUST00000044624	12.202380952381	0.874300211315062	3.27595449401394	0.23656243082057	1.88590332604077	123	19.3317422434368	1.32588690132195	7.13073005093379	0.553052633873832	4.51058140037661e-06	0.694444444444445	FALSE	214.026685973542	1.55285966937609	1.97207247373095	0.787425254427005	0.431032967848157	0.818550190612302	protein_coding	potassium ion transmembrane transport; visual perception; monoatomic ion transport	FALSE
Gabbr2	Gabbr2-201	ENSMUST00000107749	18.0555555555556	1.28961851370107	4.91393174102091	0.350705594297498	1.87860901629164	182	35.799522673031	2.49910373410593	5.43293718166384	0.429220708353641	4.68406378656385e-05	4.16666666666667	FALSE	362.756416747105	1.1383460697127	1.21570498711258	0.936367031294642	0.349084246490572	0.773911384977408	protein_coding	G protein-coupled receptor signaling pathway; signal transduction; gamma-aminobutyric acid signaling pathway	FALSE
Nat8l	Nat8l-201	ENSMUST00000056355	15.7738095238095	1.09683465012714	4.18726547143963	0.299042476429346	1.87492021751347	159	29.3556085918854	1.97324814817076	6.11205432937182	0.473375811960286	2.442367745863e-05	2.28174603174603	FALSE	287.508254103829	1.33896943985279	1.13179221987247	1.1830523450706	0.236788402712174	0.691884786655922	protein_coding		FALSE
Gm45159	Gm45159-201	ENSMUST00000208630	15.6746031746032	1.15337364537436	4.21704687593067	0.314554696661316	1.87447381812619	158	16.2291169451074	1.10752003618573	15.2801358234295	1.18599276634217	5.08628071025306e-06	1.48809523809524	FALSE	383.271703558652	0.956328585756909	1.45233866250787	0.658474920791231	0.510233007109286	0.852738956981438	lincRNA		FALSE
Kcnma1	Kcnma1-205	ENSMUST00000145596	28.968253968254	2.14597550034651	8.04693549347787	0.586662211582128	1.87102984627392	292	48.2100238663485	3.47286289046884	15.2801358234295	1.20206070160074	2.31558162580629e-05	3.37301587301587	FALSE	617.042205544771	1.08780653005143	1.23758830517688	0.878972858341577	0.379415992344577	0.792427009212813	protein_coding	monoatomic ion transport; transmembrane transport; potassium ion transport	FALSE
Ube3a	Ube3a-206	ENSMUST00000201162	13.1944444444444	0.956167392260472	3.77628208946334	0.264986503993694	1.85134038762407	133	14.5584725536993	0.991355919476031	12.2241086587436	0.93113514624465	1.28499990251148e-05	0.694444444444445	FALSE	253.590679730372	1.17015386085117	0.508700196639131	2.30028191178638	0.0214322537687406	0.26010566571934	processed_transcript	ubiquitin-dependent protein catabolic process; protein polyubiquitination; positive regulation of transcription by RNA polymerase II	FALSE
Ptpn4	Ptpn4-201	ENSMUST00000064091	20.9325396825397	1.52753311036119	6.152838167848	0.43178495535586	1.82281637339217	211	33.890214797136	2.39950472206266	11.7147707979626	0.907234120033664	4.30323856583674e-05	3.17460317460317	FALSE	324.260036957957	1.6119043966801	0.390225227058586	4.13070269400625	3.61656056319723e-05	0.0075436937147312	protein_coding	protein dephosphorylation; dephosphorylation	FALSE
Cdr1	Cdr1-201	ENSMUST00000166381	15.4761904761905	1.13528673501155	4.39573530287688	0.322248559746967	1.81680769755058	156	19.0930787589499	1.28969345494031	12.9032258064516	1.02544562185341	0.000341760272800242	2.87698412698413	FALSE	369.486619702839	1.02010612740247	1.04783025467313	0.97354139456557	0.330284297342432	0.75978980335152	protein_coding		FALSE
Cadm3	Cadm3-202	ENSMUST00000111220	15.0793650793651	1.05132861657209	4.22895943772708	0.298930063141933	1.81433033283779	152	30.5489260143198	2.08138572955991	4.07470288624788	0.318571519217421	6.4298812891421e-05	3.76984126984127	FALSE	318.011049410453	1.02439063770933	1.16478875357523	0.87946473947747	0.379149343423592	0.792427009212813	protein_coding	cell adhesion; protein localization; homophilic cell adhesion via plasma membrane adhesion molecules	FALSE
Pclo	Pclo-204	ENSMUST00000182915	18.0555555555556	1.27539399715086	5.27130859491334	0.367226923632418	1.79619645814529	182	26.491646778043	1.77987876280278	12.0543293718166	0.916516039921395	2.14351695660911e-05	2.28174603174603	FALSE	357.168285022153	1.21960707262054	0.946519585663683	1.28851752366579	0.197565872846293	0.6511118383116	protein_coding	insulin secretion; regulation of biological quality; regulation of transport	TRUE
B230334C09Rik	B230334C09Rik-201	ENSMUST00000200255	25.8928571428571	1.90237647639763	7.51682649353744	0.554823279513955	1.7777007116631	261	31.9809069212411	2.1919775407936	21.5619694397284	1.69636145775261	2.19251402571065e-05	2.77777777777778	FALSE	577.034246809085	0.837090017363044	1.23809795432716	0.676109684566885	0.498971008321025	0.847884592860811	antisense		FALSE
Reep2	Reep2-201	ENSMUST00000043484	10.7142857142857	0.749575576960792	3.04961581988207	0.219456209453326	1.7721362064714	108	17.6610978520286	1.17790140000407	5.77249575551783	0.444875203692311	4.90470313059715e-05	1.68650793650794	FALSE	211.201446139263	1.09728020817314	0.841539266322697	1.30389662382359	0.192268831563875	0.644650778590052	protein_coding	endoplasmic reticulum tubular network organization; sensory perception of bitter taste; sensory perception of sweet taste	FALSE
Prkaa2	Prkaa2-201	ENSMUST00000030243	10.9126984126984	0.77211813329003	3.25808565131932	0.226850626845222	1.7670744578671	110	15.035799522673	1.00277512990975	7.97962648556876	0.608034463368701	2.41144899249453e-05	0.793650793650794	FALSE	197.63534763653	1.2720416323026	0.881569616560808	1.4429281685831	0.149040707123464	0.588677190810943	protein_coding	protein phosphorylation; regulation of gene expression; response to muscle activity	FALSE
Rora	Rora-201	ENSMUST00000034766	15.0793650793651	1.09418449633975	4.55655488712848	0.322082056853387	1.76435266272904	152	27.4463007159905	1.96743076017612	6.28183361629881	0.472978750079237	1.56660563759626e-05	1.78571428571429	FALSE	244.844691836064	1.24558561776052	1.05601763789421	1.17951213413853	0.238194307819323	0.692574898780897	protein_coding	regulation of DNA-templated transcription; positive regulation of transcription by RNA polymerase II; cellular response to tumor necrosis factor	FALSE
Slc35f1	Slc35f1-201	ENSMUST00000105473	13.3928571428571	0.944050794622812	3.96688307820597	0.280076159896878	1.75304167662794	135	25.7756563245823	1.77327025968533	4.58404074702886	0.354164621683604	7.07066041510287e-05	2.38095238095238	FALSE	193.113088463485	1.99931864864038	1.21187409364957	1.64977422911931	0.098989121553089	0.501804688237769	protein_coding	transmembrane transport; biological_process	FALSE
Zranb2	Zranb2-205	ENSMUST00000152882	18.2539682539683	1.29476844148651	5.41425933647031	0.38661426291524	1.74372472233977	184	28.8782816229117	1.98003351410921	10.6960950764007	0.80728785501977	1.02185219022649e-05	0.892857142857143	FALSE	346.444243853307	1.33588991063851	0.704050212565013	1.89743556183524	0.0577704758672579	0.40303574691567	retained_intron	RNA processing; mRNA processing; RNA splicing	FALSE
Zfp804a	Zfp804a-201	ENSMUST00000047527	10.1190476190476	0.706385455942559	3.03770325808565	0.211614870459063	1.7390098527658	102	17.6610978520286	1.18736615211157	4.75382003395586	0.364227711129631	7.42656176106885e-06	0.595238095238095	FALSE	183.57141453649	1.19960728359581	1.22168577165945	0.981927850372153	0.326135394089695	0.75636350122862	protein_coding	positive regulation of gene expression; regulation of neuron projection development; positive regulation of neuron projection development	FALSE
Pcsk2	Pcsk2-201	ENSMUST00000028905	20.4365079365079	1.46073042348718	6.14688188694979	0.438465011182053	1.73615402435133	206	44.1527446300716	3.13199746036497	3.56536502546689	0.271832480445083	7.79976969803673e-05	3.37301587301587	FALSE	428.606063420969	1.09395221890829	1.40245914776992	0.78002430277403	0.43537657044978	0.82097122060735	protein_coding	proteolysis; peptide hormone processing; insulin processing	FALSE
B3galnt1	B3galnt1-201	ENSMUST00000061826	10.1190476190476	0.686657707825142	2.9126213592233	0.206731969435938	1.73182472409691	102	22.673031026253	1.52967993262506	1.18845500848896	0.0869525937484637	4.49360851118969e-05	1.19047619047619	FALSE	186.490452563403	1.39966849616264	0.982480065802815	1.424627882927	0.154264795631619	0.595741292772526	protein_coding	protein glycosylation; lipid metabolic process; protein O-linked glycosylation	FALSE
Adgrb3	Adgrb3-204	ENSMUST00000134022	11.1111111111111	0.799141268002207	3.38912383107987	0.244046626082405	1.71128964475301	112	12.4105011933174	0.838763131435151	10.1867572156197	0.770955256493883	2.63816217791339e-06	0.0992063492063492	FALSE	224.80844957548	1.16060807635385	1.63125917374576	0.711479877038067	0.476786916274653	0.839738844325803	retained_intron	G protein-coupled receptor signaling pathway; cell surface receptor signaling pathway; negative regulation of angiogenesis	FALSE
C230004F18Rik	C230004F18Rik-206	ENSMUST00000231449	27.9761904761905	2.04117326307706	8.64256358329859	0.624031985397996	1.70970516138307	282	43.6754176610979	3.09531156591269	16.8081494057725	1.29128540418379	1.71200813343106e-05	3.86904761904762	FALSE	605.05782052406	1.15420933615202	0.960649050504001	1.20148907194201	0.229561543027924	0.685734286108246	lincRNA		FALSE
Atp11b	Atp11b-202	ENSMUST00000196409	22.3214285714286	1.59895333892404	7.00458633629162	0.490307597035452	1.70536677753316	225	33.6515513126492	2.31713902487191	14.2614601018676	1.08805384416656	8.68122396336963e-05	2.57936507936508	FALSE	420.66190998022	1.22353786791611	0.377474170948987	3.24138169464703	0.00118951796008651	0.0568929492147575	retained_intron	phospholipid transport; lipid transport; phospholipid translocation	FALSE
Arfgef3	Arfgef3-202	ENSMUST00000215836	22.5198412698413	1.60163925590833	6.80207278575258	0.495581083239674	1.69235420485888	227	34.6062052505967	2.33163465432141	13.9219015280136	1.08233862443961	3.3284872841289e-05	3.17460317460317	FALSE	523.771808491527	0.921225447374555	1.23436199863316	0.746317083962929	0.455475893749845	0.831262154960753	protein_coding		FALSE
Ube3a	Ube3a-203	ENSMUST00000200758	40.9722222222222	3.05658515712043	13.3897194591697	0.952592050412557	1.68198930469785	413	46.5393794749403	3.25687361702683	37.0118845500849	2.91410491144847	2.44910160605429e-05	4.56349206349206	FALSE	857.21038114932	1.06712186292576	0.498623475068086	2.1401356259451	0.0323438077094352	0.315974978408594	protein_coding	ubiquitin-dependent protein catabolic process; protein polyubiquitination; positive regulation of transcription by RNA polymerase II	FALSE
Igsf9b	Igsf9b-204	ENSMUST00000214357	25.6944444444444	1.88556246916637	8.34474953838823	0.589387016548816	1.6777060802908	259	33.890214797136	2.34931839206473	19.8641765704584	1.55565800109437	1.08694706867747e-05	2.67857142857143	FALSE	484.503403253628	1.25942338973699	1.04710865677324	1.20276284757116	0.229068105642998	0.684877650325055	protein_coding	nervous system development; cell adhesion; homophilic cell adhesion via plasma membrane adhesion molecules	FALSE
Ogfrl1	Ogfrl1-202	ENSMUST00000186064	10.0198412698413	0.690231920244258	3.09726606706772	0.216509302557816	1.67264760722421	101	19.0930787589499	1.27002833252464	3.56536502546689	0.277779124411528	3.42392817176118e-06	0.297619047619048	FALSE	212.357941694345	0.964416563851834	0.740090626860872	1.3031060370842	0.192538562838492	0.644751630277793	retained_intron	biological_process	FALSE
