isoform_id	gene	GABA_iso_GABA_mean	GABA_iso_other_mean	sibling_isoform_id	sibling_GABA_pct	sibling_GABA_mean	sibling_other_pct	sibling_other_mean	sibling_logFC	sibling_biotype	sibling_editsC_GABA_pct	sibling_editsC_is_translated	delta_log2_ratio	pairing_status
Gng2-204	Gng2	0.958169289586222	0.336789844774807											single_isoform_gene
Scg2-201	Scg2	0.914247819798846	0.321367819642478											single_isoform_gene
Shank1-203	Shank1	1.70445351813331	0.614673060254862											single_isoform_gene
Chgb-201	Chgb	2.68291641620617	0.96985981513853											single_isoform_gene
CT025619.1-201	CT025619.1	1.15446373699743	0.428268575214391											single_isoform_gene
Ggt7-201	Ggt7	0.75512747190159	0.284318155313811											single_isoform_gene
Shc3-202	Shc3	0.900544414432888	0.343579485106964											single_isoform_gene
Camk4-201	Camk4	1.02153937706919	0.394719318113417											single_isoform_gene
Fndc5-201	Fndc5	1.16244395033659	0.450065439084883											single_isoform_gene
Atrnl1-201	Atrnl1	0.903992407194588	0.352953676886534											single_isoform_gene
Sult4a1-201	Sult4a1	0.865462304162478	0.33899955091535											single_isoform_gene
Sv2a-201	Sv2a	3.30573261696197	1.30602486662131											single_isoform_gene
Fam69b-201	Fam69b	1.0994804017268	0.438150050937024											single_isoform_gene
Mapk8ip2-201	Mapk8ip2	0.763934742648883	0.308162666721224											single_isoform_gene
Tspyl4-201	Tspyl4	1.38685337216638	0.564786492954764											single_isoform_gene
Paqr9-201	Paqr9	0.86951627416107	0.355374755308155											single_isoform_gene
B4galt6-201	B4galt6	1.35952143916165	0.557536282540976											single_isoform_gene
Kcna4-201	Kcna4	0.819084123533728	0.336445058478943											single_isoform_gene
Sncb-201	Sncb	1.90748919517715	0.787717386794799											single_isoform_gene
Timp2-201	Timp2	1.45066885785252	0.601753903182495											single_isoform_gene
Apba1-201	Apba1	0.991319543723372	0.412089300818281											single_isoform_gene
Emc7-201	Emc7	0.975835231202469	0.406409168199533											single_isoform_gene
Ina-201	Ina	1.28184023298734	0.538479886781005											single_isoform_gene
Vstm2l-201	Vstm2l	0.912788066916376	0.385102542631967											single_isoform_gene
Tmem35a-201	Tmem35a	0.706714376785607	0.301063624073895											single_isoform_gene
Ppm1l-201	Ppm1l	1.75035552724611	0.746545437740194											single_isoform_gene
Cdk5r1-201	Cdk5r1	1.90006218039938	0.814115204869239											single_isoform_gene
Kif5c-201	Kif5c	1.54431457350281	0.662899306000412											single_isoform_gene
Impact-201	Impact	1.49153488474771	0.650223884748192											single_isoform_gene
Rgs7bp-201	Rgs7bp	2.51660523606413	1.10363491601593											single_isoform_gene
Kcnq1ot1-201	Kcnq1ot1	6.0635567578472	2.74014881782569											single_isoform_gene
Stx1b-201	Stx1b	0.707008114882853	0.320562997370674											single_isoform_gene
Hspa12a-201	Hspa12a	0.849677171070272	0.389189513220227											single_isoform_gene
Ncs1-201	Ncs1	0.927469475579637	0.426734291156912											single_isoform_gene
C78859-201	C78859	1.16370002214368	0.536368382828323											single_isoform_gene
Rab6b-201	Rab6b	2.01495765074721	0.933865875480783											single_isoform_gene
Kcnd2-201	Kcnd2	0.911554547029694	0.423578643660969											single_isoform_gene
Scg5-201	Scg5	1.70565175355774	0.797007411609985											single_isoform_gene
Zfp955a-201	Zfp955a	0.719460690093612	0.336742799029407											single_isoform_gene
Gm27032-201	Gm27032	0.760156486166186	0.359957588891166											single_isoform_gene
Cx3cl1-201	Cx3cl1	2.06594920144608	0.978824350773617											single_isoform_gene
Elovl4-201	Elovl4	0.734778408127518	0.354001976838948											single_isoform_gene
Arxes1-201	Arxes1	0.878483265359073	0.425206531277134											single_isoform_gene
Samd5-201	Samd5	0.959487353593763	0.469715519602964											single_isoform_gene
Nap1l5-201	Nap1l5	4.22026976474321	2.07942888356732											single_isoform_gene
